Date - MST,Measure Names,Measure Values
01/01/2015 00:00:00,Other,95.458333333
02/01/2015 00:00:00,Other,98
03/01/2015 00:00:00,Other,91.5
04/01/2015 00:00:00,Other,90.083333333
05/01/2015 00:00:00,Other,92.333333333
06/01/2015 00:00:00,Other,92.875
07/01/2015 00:00:00,Other,94
08/01/2015 00:00:00,Other,85.375
09/01/2015 00:00:00,Other,78
10/01/2015 00:00:00,Other,94
11/01/2015 00:00:00,Other,94.708333333
12/01/2015 00:00:00,Other,96.25
13/01/2015 00:00:00,Other,97.041666667
14/01/2015 00:00:00,Other,94.208333333
15/01/2015 00:00:00,Other,94
16/01/2015 00:00:00,Other,94
17/01/2015 00:00:00,Other,94
18/01/2015 00:00:00,Other,94
19/01/2015 00:00:00,Other,90
20/01/2015 00:00:00,Other,94
21/01/2015 00:00:00,Other,94
22/01/2015 00:00:00,Other,92.166666667
23/01/2015 00:00:00,Other,90
24/01/2015 00:00:00,Other,90
25/01/2015 00:00:00,Other,90
26/01/2015 00:00:00,Other,95.333333333
27/01/2015 00:00:00,Other,101.708333333
28/01/2015 00:00:00,Other,99
29/01/2015 00:00:00,Other,99
30/01/2015 00:00:00,Other,99.208333333
31/01/2015 00:00:00,Other,107
01/02/2015 00:00:00,Other,111.5
02/02/2015 00:00:00,Other,113
03/02/2015 00:00:00,Other,108.625
04/02/2015 00:00:00,Other,109.333333333
05/02/2015 00:00:00,Other,121.291666667
06/02/2015 00:00:00,Other,121
07/02/2015 00:00:00,Other,114.5
08/02/2015 00:00:00,Other,113.25
09/02/2015 00:00:00,Other,107.25
10/02/2015 00:00:00,Other,107.291666667
11/02/2015 00:00:00,Other,99.666666667
12/02/2015 00:00:00,Other,100
13/02/2015 00:00:00,Other,116.5
14/02/2015 00:00:00,Other,117.5
15/02/2015 00:00:00,Other,115.625
16/02/2015 00:00:00,Other,118.083333333
17/02/2015 00:00:00,Other,120.416666667
18/02/2015 00:00:00,Other,117.083333333
19/02/2015 00:00:00,Other,112
20/02/2015 00:00:00,Other,106.625
21/02/2015 00:00:00,Other,109
22/02/2015 00:00:00,Other,109
23/02/2015 00:00:00,Other,122
24/02/2015 00:00:00,Other,123.458333333
25/02/2015 00:00:00,Other,123.333333333
26/02/2015 00:00:00,Other,123.666666667
27/02/2015 00:00:00,Other,124.375
28/02/2015 00:00:00,Other,110.583333333
01/03/2015 00:00:00,Other,109
02/03/2015 00:00:00,Other,117.333333333
03/03/2015 00:00:00,Other,148.375
04/03/2015 00:00:00,Other,128.125
05/03/2015 00:00:00,Other,114.458333333
06/03/2015 00:00:00,Other,113
07/03/2015 00:00:00,Other,117.041666667
08/03/2015 00:00:00,Other,123.75
09/03/2015 00:00:00,Other,143.041666667
10/03/2015 00:00:00,Other,142.125
11/03/2015 00:00:00,Other,117.583333333
12/03/2015 00:00:00,Other,117.375
13/03/2015 00:00:00,Other,114.458333333
14/03/2015 00:00:00,Other,119.125
15/03/2015 00:00:00,Other,115.541666667
16/03/2015 00:00:00,Other,114.25
17/03/2015 00:00:00,Other,113
18/03/2015 00:00:00,Other,113
19/03/2015 00:00:00,Other,119.125
20/03/2015 00:00:00,Other,111.291666667
21/03/2015 00:00:00,Other,110.25
22/03/2015 00:00:00,Other,109
23/03/2015 00:00:00,Other,115.583333333
24/03/2015 00:00:00,Other,109
25/03/2015 00:00:00,Other,110.375
26/03/2015 00:00:00,Other,118.75
27/03/2015 00:00:00,Other,112.25
28/03/2015 00:00:00,Other,109
29/03/2015 00:00:00,Other,109
30/03/2015 00:00:00,Other,108.583333333
31/03/2015 00:00:00,Other,117.166666667
01/04/2015 00:00:00,Other,113.291666667
02/04/2015 00:00:00,Other,131.791666667
03/04/2015 00:00:00,Other,147
04/04/2015 00:00:00,Other,144.916666667
05/04/2015 00:00:00,Other,149.5
06/04/2015 00:00:00,Other,148.5
07/04/2015 00:00:00,Other,147
08/04/2015 00:00:00,Other,147
09/04/2015 00:00:00,Other,150.958333333
10/04/2015 00:00:00,Other,154.083333333
11/04/2015 00:00:00,Other,149
12/04/2015 00:00:00,Other,153.375
13/04/2015 00:00:00,Other,155
14/04/2015 00:00:00,Other,155
15/04/2015 00:00:00,Other,151.083333333
16/04/2015 00:00:00,Other,196.791666667
17/04/2015 00:00:00,Other,196.791666667
18/04/2015 00:00:00,Other,151.375
19/04/2015 00:00:00,Other,161.5
20/04/2015 00:00:00,Other,174.125
21/04/2015 00:00:00,Other,183.833333333
22/04/2015 00:00:00,Other,164.375
23/04/2015 00:00:00,Other,167.166666667
24/04/2015 00:00:00,Other,154.666666667
25/04/2015 00:00:00,Other,157.375
26/04/2015 00:00:00,Other,156.75
27/04/2015 00:00:00,Other,138.625
28/04/2015 00:00:00,Other,132.791666667
29/04/2015 00:00:00,Other,128
30/04/2015 00:00:00,Other,133.208333333
01/05/2015 00:00:00,Other,132.791666667
02/05/2015 00:00:00,Other,130.5
03/05/2015 00:00:00,Other,133.583333333
04/05/2015 00:00:00,Other,133.041666667
05/05/2015 00:00:00,Other,145.708333333
06/05/2015 00:00:00,Other,171.708333333
07/05/2015 00:00:00,Other,143
08/05/2015 00:00:00,Other,143
09/05/2015 00:00:00,Other,160.875
10/05/2015 00:00:00,Other,153.041666667
11/05/2015 00:00:00,Other,158.666666667
12/05/2015 00:00:00,Other,144.083333333
13/05/2015 00:00:00,Other,147.791666667
14/05/2015 00:00:00,Other,148
15/05/2015 00:00:00,Other,148.208333333
16/05/2015 00:00:00,Other,144.125
17/05/2015 00:00:00,Other,132.375
18/05/2015 00:00:00,Other,131.916666667
19/05/2015 00:00:00,Other,109.166666667
20/05/2015 00:00:00,Other,106.75
21/05/2015 00:00:00,Other,116.416666667
22/05/2015 00:00:00,Other,101.833333333
23/05/2015 00:00:00,Other,98.916666667
24/05/2015 00:00:00,Other,100.041666667
25/05/2015 00:00:00,Other,107.416666667
26/05/2015 00:00:00,Other,113.333333333
27/05/2015 00:00:00,Other,128.416666667
28/05/2015 00:00:00,Other,120.416666667
29/05/2015 00:00:00,Other,117.625
30/05/2015 00:00:00,Other,122
31/05/2015 00:00:00,Other,122.125
01/06/2015 00:00:00,Other,157.5
02/06/2015 00:00:00,Other,140.25
03/06/2015 00:00:00,Other,135.125
04/06/2015 00:00:00,Other,118.375
05/06/2015 00:00:00,Other,116.083333333
06/06/2015 00:00:00,Other,95.458333333
07/06/2015 00:00:00,Other,92.291666667
08/06/2015 00:00:00,Other,96.041666667
09/06/2015 00:00:00,Other,92.833333333
10/06/2015 00:00:00,Other,92.583333333
11/06/2015 00:00:00,Other,94
12/06/2015 00:00:00,Other,92
13/06/2015 00:00:00,Other,92
14/06/2015 00:00:00,Other,92
15/06/2015 00:00:00,Other,92
16/06/2015 00:00:00,Other,92
17/06/2015 00:00:00,Other,94.083333333
18/06/2015 00:00:00,Other,95.458333333
19/06/2015 00:00:00,Other,92
20/06/2015 00:00:00,Other,93.875
21/06/2015 00:00:00,Other,121.333333333
22/06/2015 00:00:00,Other,131.75
23/06/2015 00:00:00,Other,112.291666667
24/06/2015 00:00:00,Other,107.958333333
25/06/2015 00:00:00,Other,106.875
26/06/2015 00:00:00,Other,94.208333333
27/06/2015 00:00:00,Other,95.416666667
28/06/2015 00:00:00,Other,95.458333333
29/06/2015 00:00:00,Other,95.875
30/06/2015 00:00:00,Other,102.875
01/07/2015 00:00:00,Other,100.375
02/07/2015 00:00:00,Other,95.541666667
03/07/2015 00:00:00,Other,107.041666667
04/07/2015 00:00:00,Other,94
05/07/2015 00:00:00,Other,95.291666667
06/07/2015 00:00:00,Other,96.083333333
07/07/2015 00:00:00,Other,99.416666667
08/07/2015 00:00:00,Other,99.5
09/07/2015 00:00:00,Other,103.625
10/07/2015 00:00:00,Other,107.291666667
11/07/2015 00:00:00,Other,100.25
12/07/2015 00:00:00,Other,98.166666667
13/07/2015 00:00:00,Other,103.916666667
14/07/2015 00:00:00,Other,99.333333333
15/07/2015 00:00:00,Other,113.5
16/07/2015 00:00:00,Other,133
17/07/2015 00:00:00,Other,140.083333333
18/07/2015 00:00:00,Other,133.041666667
19/07/2015 00:00:00,Other,100.75
20/07/2015 00:00:00,Other,97.041666667
21/07/2015 00:00:00,Other,102.75
22/07/2015 00:00:00,Other,103.666666667
23/07/2015 00:00:00,Other,98
24/07/2015 00:00:00,Other,121
25/07/2015 00:00:00,Other,133
26/07/2015 00:00:00,Other,141.375
27/07/2015 00:00:00,Other,138.25
28/07/2015 00:00:00,Other,129
29/07/2015 00:00:00,Other,131.083333333
30/07/2015 00:00:00,Other,132.958333333
31/07/2015 00:00:00,Other,135.5
01/08/2015 00:00:00,Other,129
02/08/2015 00:00:00,Other,130.75
03/08/2015 00:00:00,Other,131.333333333
04/08/2015 00:00:00,Other,144.25
05/08/2015 00:00:00,Other,144.291666667
06/08/2015 00:00:00,Other,136.958333333
07/08/2015 00:00:00,Other,133
08/08/2015 00:00:00,Other,133.208333333
09/08/2015 00:00:00,Other,138
10/08/2015 00:00:00,Other,135.083333333
11/08/2015 00:00:00,Other,144.416666667
12/08/2015 00:00:00,Other,146.833333333
13/08/2015 00:00:00,Other,141
14/08/2015 00:00:00,Other,141.875
15/08/2015 00:00:00,Other,141
16/08/2015 00:00:00,Other,134.541666667
17/08/2015 00:00:00,Other,134
18/08/2015 00:00:00,Other,141.333333333
19/08/2015 00:00:00,Other,155.375
20/08/2015 00:00:00,Other,147.875
21/08/2015 00:00:00,Other,144.625
22/08/2015 00:00:00,Other,131.5
23/08/2015 00:00:00,Other,130
24/08/2015 00:00:00,Other,130
25/08/2015 00:00:00,Other,136.041666667
26/08/2015 00:00:00,Other,141.208333333
27/08/2015 00:00:00,Other,140
28/08/2015 00:00:00,Other,139.583333333
29/08/2015 00:00:00,Other,139.25
30/08/2015 00:00:00,Other,132
31/08/2015 00:00:00,Other,139.333333333
01/09/2015 00:00:00,Other,168.375
02/09/2015 00:00:00,Other,180.583333333
03/09/2015 00:00:00,Other,141.166666667
04/09/2015 00:00:00,Other,135.5
05/09/2015 00:00:00,Other,134.416666667
06/09/2015 00:00:00,Other,130
07/09/2015 00:00:00,Other,130
08/09/2015 00:00:00,Other,137.375
09/09/2015 00:00:00,Other,151.791666667
10/09/2015 00:00:00,Other,155.625
11/09/2015 00:00:00,Other,139.458333333
12/09/2015 00:00:00,Other,126.791666667
13/09/2015 00:00:00,Other,153.125
14/09/2015 00:00:00,Other,149.916666667
15/09/2015 00:00:00,Other,150.375
16/09/2015 00:00:00,Other,157.083333333
17/09/2015 00:00:00,Other,164.833333333
18/09/2015 00:00:00,Other,152.083333333
19/09/2015 00:00:00,Other,160.875
20/09/2015 00:00:00,Other,161.416666667
21/09/2015 00:00:00,Other,153.666666667
22/09/2015 00:00:00,Other,151
23/09/2015 00:00:00,Other,153.791666667
24/09/2015 00:00:00,Other,156.75
25/09/2015 00:00:00,Other,145.083333333
26/09/2015 00:00:00,Other,142
27/09/2015 00:00:00,Other,152.458333333
28/09/2015 00:00:00,Other,162
29/09/2015 00:00:00,Other,182.791666667
30/09/2015 00:00:00,Other,162.291666667
01/10/2015 00:00:00,Other,122.958333333
02/10/2015 00:00:00,Other,119
03/10/2015 00:00:00,Other,133.5
04/10/2015 00:00:00,Other,123.791666667
05/10/2015 00:00:00,Other,118.041666667
06/10/2015 00:00:00,Other,146.416666667
07/10/2015 00:00:00,Other,122
08/10/2015 00:00:00,Other,129.458333333
09/10/2015 00:00:00,Other,114
10/10/2015 00:00:00,Other,114
11/10/2015 00:00:00,Other,114.833333333
12/10/2015 00:00:00,Other,116.833333333
13/10/2015 00:00:00,Other,121.708333333
14/10/2015 00:00:00,Other,148.125
15/10/2015 00:00:00,Other,136.625
16/10/2015 00:00:00,Other,137.583333333
17/10/2015 00:00:00,Other,133.791666667
18/10/2015 00:00:00,Other,158.833333333
19/10/2015 00:00:00,Other,177.708333333
20/10/2015 00:00:00,Other,157.125
21/10/2015 00:00:00,Other,164
22/10/2015 00:00:00,Other,182.166666667
23/10/2015 00:00:00,Other,166.708333333
24/10/2015 00:00:00,Other,143.875
25/10/2015 00:00:00,Other,121.458333333
26/10/2015 00:00:00,Other,127.375
27/10/2015 00:00:00,Other,129.083333333
28/10/2015 00:00:00,Other,126.541666667
29/10/2015 00:00:00,Other,130.583333333
30/10/2015 00:00:00,Other,133.791666667
31/10/2015 00:00:00,Other,130.5
01/11/2015 00:00:00,Other,131.25
02/11/2015 00:00:00,Other,139.958333333
03/11/2015 00:00:00,Other,132.5
04/11/2015 00:00:00,Other,123.458333333
05/11/2015 00:00:00,Other,122.666666667
06/11/2015 00:00:00,Other,122.666666667
07/11/2015 00:00:00,Other,122.958333333
08/11/2015 00:00:00,Other,124
09/11/2015 00:00:00,Other,156.333333333
10/11/2015 00:00:00,Other,130.5
11/11/2015 00:00:00,Other,129.458333333
12/11/2015 00:00:00,Other,117.708333333
13/11/2015 00:00:00,Other,115.583333333
14/11/2015 00:00:00,Other,122.166666667
15/11/2015 00:00:00,Other,121
16/11/2015 00:00:00,Other,124.541666667
17/11/2015 00:00:00,Other,122.708333333
18/11/2015 00:00:00,Other,113.541666667
19/11/2015 00:00:00,Other,109.291666667
20/11/2015 00:00:00,Other,107.75
21/11/2015 00:00:00,Other,108.083333333
22/11/2015 00:00:00,Other,113
23/11/2015 00:00:00,Other,106.25
24/11/2015 00:00:00,Other,117.416666667
25/11/2015 00:00:00,Other,113
26/11/2015 00:00:00,Other,114.375
27/11/2015 00:00:00,Other,108
28/11/2015 00:00:00,Other,111.333333333
29/11/2015 00:00:00,Other,118.708333333
30/11/2015 00:00:00,Other,124.916666667
01/12/2015 00:00:00,Other,112.833333333
02/12/2015 00:00:00,Other,112.583333333
03/12/2015 00:00:00,Other,112.541666667
04/12/2015 00:00:00,Other,109
05/12/2015 00:00:00,Other,112.75
06/12/2015 00:00:00,Other,113.5
07/12/2015 00:00:00,Other,115.458333333
08/12/2015 00:00:00,Other,121.041666667
09/12/2015 00:00:00,Other,134.916666667
10/12/2015 00:00:00,Other,130.416666667
11/12/2015 00:00:00,Other,120.583333333
12/12/2015 00:00:00,Other,120.541666667
13/12/2015 00:00:00,Other,119
14/12/2015 00:00:00,Other,122
15/12/2015 00:00:00,Other,120.375
16/12/2015 00:00:00,Other,128.375
17/12/2015 00:00:00,Other,125.666666667
18/12/2015 00:00:00,Other,115.041666667
19/12/2015 00:00:00,Other,112.625
20/12/2015 00:00:00,Other,111.25
21/12/2015 00:00:00,Other,113.875
22/12/2015 00:00:00,Other,114.375
23/12/2015 00:00:00,Other,110.833333333
24/12/2015 00:00:00,Other,105
25/12/2015 00:00:00,Other,105
26/12/2015 00:00:00,Other,106.875
27/12/2015 00:00:00,Other,113.541666667
28/12/2015 00:00:00,Other,115
29/12/2015 00:00:00,Other,113.5
30/12/2015 00:00:00,Other,114.5
31/12/2015 00:00:00,Other,110
01/01/2016 00:00:00,Other,112.75
02/01/2016 00:00:00,Other,110
03/01/2016 00:00:00,Other,110
04/01/2016 00:00:00,Other,113.875
05/01/2016 00:00:00,Other,117.625
06/01/2016 00:00:00,Other,115
07/01/2016 00:00:00,Other,115.25
08/01/2016 00:00:00,Other,121.25
09/01/2016 00:00:00,Other,122.75
10/01/2016 00:00:00,Other,124.958333333
11/01/2016 00:00:00,Other,135.333333333
12/01/2016 00:00:00,Other,180.666666667
13/01/2016 00:00:00,Other,194.958333333
14/01/2016 00:00:00,Other,198.25
15/01/2016 00:00:00,Other,145.5
16/01/2016 00:00:00,Other,123.5
17/01/2016 00:00:00,Other,114
18/01/2016 00:00:00,Other,116.041666667
19/01/2016 00:00:00,Other,113.625
20/01/2016 00:00:00,Other,110.333333333
21/01/2016 00:00:00,Other,112
22/01/2016 00:00:00,Other,107.625
23/01/2016 00:00:00,Other,106.75
24/01/2016 00:00:00,Other,108
25/01/2016 00:00:00,Other,108.625
26/01/2016 00:00:00,Other,105.916666667
27/01/2016 00:00:00,Other,111.083333333
28/01/2016 00:00:00,Other,107
29/01/2016 00:00:00,Other,102.291666667
30/01/2016 00:00:00,Other,102.166666667
31/01/2016 00:00:00,Other,103
01/02/2016 00:00:00,Other,100.291666667
02/02/2016 00:00:00,Other,104
03/02/2016 00:00:00,Other,110.958333333
04/02/2016 00:00:00,Other,120.333333333
05/02/2016 00:00:00,Other,118
06/02/2016 00:00:00,Other,114.625
07/02/2016 00:00:00,Other,110
08/02/2016 00:00:00,Other,125.458333333
09/02/2016 00:00:00,Other,131.708333333
10/02/2016 00:00:00,Other,116.291666667
11/02/2016 00:00:00,Other,110.291666667
12/02/2016 00:00:00,Other,110
13/02/2016 00:00:00,Other,112.916666667
14/02/2016 00:00:00,Other,110
15/02/2016 00:00:00,Other,110
16/02/2016 00:00:00,Other,110
17/02/2016 00:00:00,Other,110
18/02/2016 00:00:00,Other,112.333333333
19/02/2016 00:00:00,Other,109
20/02/2016 00:00:00,Other,112.625
21/02/2016 00:00:00,Other,104.666666667
22/02/2016 00:00:00,Other,104
23/02/2016 00:00:00,Other,106
24/02/2016 00:00:00,Other,108.25
25/02/2016 00:00:00,Other,104.708333333
26/02/2016 00:00:00,Other,103
27/02/2016 00:00:00,Other,106.541666667
28/02/2016 00:00:00,Other,103
29/02/2016 00:00:00,Other,101.583333333
01/03/2016 00:00:00,Other,103
02/03/2016 00:00:00,Other,103
03/03/2016 00:00:00,Other,111.25
04/03/2016 00:00:00,Other,114.041666667
05/03/2016 00:00:00,Other,143.541666667
06/03/2016 00:00:00,Other,128.416666667
07/03/2016 00:00:00,Other,121.125
08/03/2016 00:00:00,Other,125.666666667
09/03/2016 00:00:00,Other,151.375
10/03/2016 00:00:00,Other,149.666666667
11/03/2016 00:00:00,Other,121.375
12/03/2016 00:00:00,Other,127.166666667
13/03/2016 00:00:00,Other,125
14/03/2016 00:00:00,Other,119.833333333
15/03/2016 00:00:00,Other,111.583333333
16/03/2016 00:00:00,Other,117
17/03/2016 00:00:00,Other,117.375
18/03/2016 00:00:00,Other,109.583333333
19/03/2016 00:00:00,Other,114.291666667
20/03/2016 00:00:00,Other,109.958333333
21/03/2016 00:00:00,Other,108.166666667
22/03/2016 00:00:00,Other,101.208333333
23/03/2016 00:00:00,Other,111.625
24/03/2016 00:00:00,Other,107
25/03/2016 00:00:00,Other,98.666666667
26/03/2016 00:00:00,Other,100.708333333
27/03/2016 00:00:00,Other,98
28/03/2016 00:00:00,Other,103.708333333
29/03/2016 00:00:00,Other,111
30/03/2016 00:00:00,Other,108.291666667
31/03/2016 00:00:00,Other,112.25
01/04/2016 00:00:00,Other,103.375
02/04/2016 00:00:00,Other,104
03/04/2016 00:00:00,Other,99.541666667
04/04/2016 00:00:00,Other,101.75
05/04/2016 00:00:00,Other,116.583333333
06/04/2016 00:00:00,Other,123.208333333
07/04/2016 00:00:00,Other,130.083333333
08/04/2016 00:00:00,Other,116.416666667
09/04/2016 00:00:00,Other,115.333333333
10/04/2016 00:00:00,Other,108.458333333
11/04/2016 00:00:00,Other,106.708333333
12/04/2016 00:00:00,Other,121.958333333
13/04/2016 00:00:00,Other,125.291666667
14/04/2016 00:00:00,Other,111
15/04/2016 00:00:00,Other,106.041666667
16/04/2016 00:00:00,Other,108.791666667
17/04/2016 00:00:00,Other,128.666666667
18/04/2016 00:00:00,Other,179.833333333
19/04/2016 00:00:00,Other,219.75
20/04/2016 00:00:00,Other,222.916666667
21/04/2016 00:00:00,Other,210.583333333
22/04/2016 00:00:00,Other,204.75
23/04/2016 00:00:00,Other,202.833333333
24/04/2016 00:00:00,Other,179.833333333
25/04/2016 00:00:00,Other,182
26/04/2016 00:00:00,Other,180.125
27/04/2016 00:00:00,Other,180.541666667
28/04/2016 00:00:00,Other,175.083333333
29/04/2016 00:00:00,Other,150
30/04/2016 00:00:00,Other,150.166666667
01/05/2016 00:00:00,Other,160.125
02/05/2016 00:00:00,Other,162.416666667
03/05/2016 00:00:00,Other,166.833333333
04/05/2016 00:00:00,Other,200.291666667
05/05/2016 00:00:00,Other,170.791666667
06/05/2016 00:00:00,Other,156.541666667
07/05/2016 00:00:00,Other,135.083333333
08/05/2016 00:00:00,Other,112.125
09/05/2016 00:00:00,Other,113
10/05/2016 00:00:00,Other,113.5
11/05/2016 00:00:00,Other,116.916666667
12/05/2016 00:00:00,Other,116.541666667
13/05/2016 00:00:00,Other,112.791666667
14/05/2016 00:00:00,Other,113.416666667
15/05/2016 00:00:00,Other,126.5
16/05/2016 00:00:00,Other,110.375
17/05/2016 00:00:00,Other,112
18/05/2016 00:00:00,Other,118.916666667
19/05/2016 00:00:00,Other,102.208333333
20/05/2016 00:00:00,Other,119.25
21/05/2016 00:00:00,Other,145.333333333
22/05/2016 00:00:00,Other,139.625
23/05/2016 00:00:00,Other,108.958333333
24/05/2016 00:00:00,Other,105.333333333
25/05/2016 00:00:00,Other,132
26/05/2016 00:00:00,Other,98.541666667
27/05/2016 00:00:00,Other,98.75
28/05/2016 00:00:00,Other,106.083333333
29/05/2016 00:00:00,Other,97.541666667
30/05/2016 00:00:00,Other,114.541666667
31/05/2016 00:00:00,Other,134.583333333
01/06/2016 00:00:00,Other,125.416666667
02/06/2016 00:00:00,Other,120.75
03/06/2016 00:00:00,Other,122.791666667
04/06/2016 00:00:00,Other,127.541666667
05/06/2016 00:00:00,Other,122.041666667
06/06/2016 00:00:00,Other,123
07/06/2016 00:00:00,Other,144.958333333
08/06/2016 00:00:00,Other,137.083333333
09/06/2016 00:00:00,Other,129.166666667
10/06/2016 00:00:00,Other,126.958333333
11/06/2016 00:00:00,Other,124.416666667
12/06/2016 00:00:00,Other,122.916666667
13/06/2016 00:00:00,Other,122.25
14/06/2016 00:00:00,Other,136.166666667
15/06/2016 00:00:00,Other,146.5
16/06/2016 00:00:00,Other,142.375
17/06/2016 00:00:00,Other,132.416666667
18/06/2016 00:00:00,Other,117.541666667
19/06/2016 00:00:00,Other,122.166666667
20/06/2016 00:00:00,Other,149.541666667
21/06/2016 00:00:00,Other,141.125
22/06/2016 00:00:00,Other,112.458333333
23/06/2016 00:00:00,Other,114.083333333
24/06/2016 00:00:00,Other,100.916666667
25/06/2016 00:00:00,Other,108.375
26/06/2016 00:00:00,Other,107.166666667
27/06/2016 00:00:00,Other,104.458333333
28/06/2016 00:00:00,Other,107.708333333
29/06/2016 00:00:00,Other,108.875
30/06/2016 00:00:00,Other,140.208333333
01/07/2016 00:00:00,Other,137.5
02/07/2016 00:00:00,Other,137.125
03/07/2016 00:00:00,Other,109.791666667
04/07/2016 00:00:00,Other,105.208333333
05/07/2016 00:00:00,Other,113.25
06/07/2016 00:00:00,Other,114
07/07/2016 00:00:00,Other,110.083333333
08/07/2016 00:00:00,Other,101.25
09/07/2016 00:00:00,Other,111.666666667
10/07/2016 00:00:00,Other,105.916666667
11/07/2016 00:00:00,Other,105.291666667
12/07/2016 00:00:00,Other,131.75
13/07/2016 00:00:00,Other,109.375
14/07/2016 00:00:00,Other,97.708333333
15/07/2016 00:00:00,Other,95
16/07/2016 00:00:00,Other,112.166666667
17/07/2016 00:00:00,Other,102.708333333
18/07/2016 00:00:00,Other,102.583333333
19/07/2016 00:00:00,Other,131.583333333
20/07/2016 00:00:00,Other,101.541666667
21/07/2016 00:00:00,Other,98.291666667
22/07/2016 00:00:00,Other,96.041666667
23/07/2016 00:00:00,Other,98.166666667
24/07/2016 00:00:00,Other,95.375
25/07/2016 00:00:00,Other,97.666666667
26/07/2016 00:00:00,Other,124.583333333
27/07/2016 00:00:00,Other,103.875
28/07/2016 00:00:00,Other,96.458333333
29/07/2016 00:00:00,Other,101.916666667
30/07/2016 00:00:00,Other,112.458333333
31/07/2016 00:00:00,Other,105.291666667
01/08/2016 00:00:00,Other,105
02/08/2016 00:00:00,Other,119.5
03/08/2016 00:00:00,Other,116.791666667
04/08/2016 00:00:00,Other,113.916666667
05/08/2016 00:00:00,Other,99.916666667
06/08/2016 00:00:00,Other,101.833333333
07/08/2016 00:00:00,Other,100.916666667
08/08/2016 00:00:00,Other,101.166666667
09/08/2016 00:00:00,Other,114.208333333
10/08/2016 00:00:00,Other,107.916666667
11/08/2016 00:00:00,Other,106.416666667
12/08/2016 00:00:00,Other,108.583333333
13/08/2016 00:00:00,Other,125.958333333
14/08/2016 00:00:00,Other,106.5
15/08/2016 00:00:00,Other,115.083333333
16/08/2016 00:00:00,Other,129.083333333
17/08/2016 00:00:00,Other,134.583333333
18/08/2016 00:00:00,Other,119.958333333
19/08/2016 00:00:00,Other,102.916666667
20/08/2016 00:00:00,Other,108.5
21/08/2016 00:00:00,Other,108.166666667
22/08/2016 00:00:00,Other,108.708333333
23/08/2016 00:00:00,Other,102.166666667
24/08/2016 00:00:00,Other,96.916666667
25/08/2016 00:00:00,Other,102.5
26/08/2016 00:00:00,Other,97
27/08/2016 00:00:00,Other,100.75
28/08/2016 00:00:00,Other,96.291666667
29/08/2016 00:00:00,Other,113
30/08/2016 00:00:00,Other,141.5
31/08/2016 00:00:00,Other,139.041666667
01/09/2016 00:00:00,Other,113.25
02/09/2016 00:00:00,Other,125.666666667
03/09/2016 00:00:00,Other,118.791666667
04/09/2016 00:00:00,Other,107
05/09/2016 00:00:00,Other,106.791666667
06/09/2016 00:00:00,Other,111.666666667
07/09/2016 00:00:00,Other,132.375
08/09/2016 00:00:00,Other,120
09/09/2016 00:00:00,Other,121
10/09/2016 00:00:00,Other,123.875
11/09/2016 00:00:00,Other,150.041666667
12/09/2016 00:00:00,Other,158.791666667
13/09/2016 00:00:00,Other,164.333333333
14/09/2016 00:00:00,Other,161.5
15/09/2016 00:00:00,Other,146.75
16/09/2016 00:00:00,Other,158.083333333
17/09/2016 00:00:00,Other,149.791666667
18/09/2016 00:00:00,Other,145
19/09/2016 00:00:00,Other,148.583333333
20/09/2016 00:00:00,Other,150
21/09/2016 00:00:00,Other,147
22/09/2016 00:00:00,Other,150.333333333
23/09/2016 00:00:00,Other,147
24/09/2016 00:00:00,Other,150.541666667
25/09/2016 00:00:00,Other,170.166666667
26/09/2016 00:00:00,Other,177
27/09/2016 00:00:00,Other,198
28/09/2016 00:00:00,Other,185.916666667
29/09/2016 00:00:00,Other,183.166666667
30/09/2016 00:00:00,Other,189.75
01/10/2016 00:00:00,Other,186.041666667
02/10/2016 00:00:00,Other,182.333333333
03/10/2016 00:00:00,Other,180.875
04/10/2016 00:00:00,Other,196.75
05/10/2016 00:00:00,Other,185.541666667
06/10/2016 00:00:00,Other,156.333333333
07/10/2016 00:00:00,Other,147.125
08/10/2016 00:00:00,Other,128.791666667
09/10/2016 00:00:00,Other,126.958333333
10/10/2016 00:00:00,Other,113
11/10/2016 00:00:00,Other,113
12/10/2016 00:00:00,Other,114.25
13/10/2016 00:00:00,Other,118
14/10/2016 00:00:00,Other,124.291666667
15/10/2016 00:00:00,Other,128.041666667
16/10/2016 00:00:00,Other,143.208333333
17/10/2016 00:00:00,Other,157.791666667
18/10/2016 00:00:00,Other,181.583333333
19/10/2016 00:00:00,Other,211.583333333
20/10/2016 00:00:00,Other,172.541666667
21/10/2016 00:00:00,Other,145.333333333
22/10/2016 00:00:00,Other,131.625
23/10/2016 00:00:00,Other,113.875
24/10/2016 00:00:00,Other,114
25/10/2016 00:00:00,Other,140.708333333
26/10/2016 00:00:00,Other,156.875
27/10/2016 00:00:00,Other,160.875
28/10/2016 00:00:00,Other,158.375
29/10/2016 00:00:00,Other,132.958333333
30/10/2016 00:00:00,Other,126.166666667
31/10/2016 00:00:00,Other,120.166666667
01/11/2016 00:00:00,Other,124
02/11/2016 00:00:00,Other,124.125
03/11/2016 00:00:00,Other,128.291666667
04/11/2016 00:00:00,Other,124.833333333
05/11/2016 00:00:00,Other,128.375
06/11/2016 00:00:00,Other,132.75
07/11/2016 00:00:00,Other,137.375
